Date	Time	NestID	BaitID	ColorInd	Observer	Distance	DirectionToNest	Flightdirection	FlightError	Flighttime	Flighttime_min	Cloudcoverage	Rain	Windspeed	Winddirection	Temperature				
3/11/2022	13:16	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:45	4.750	100%	0	3	180	15.0				
11/11/2022	14:14	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:40	4.667	80%	0	1	210	13.0				
11/11/2022	14:18	38	Azaleapark	Blue	Researcher	130	293	293	0	0:02:12	2.200	80%	0	1	210	13.0				
11/11/2022	14:23	38	Azaleapark	Pink	Researcher	130	293	293	0	0:01:35	1.583	80%	0	1	210	13.0				
11/11/2022	14:26	38	Azaleapark	Blue	Researcher	130	293	293	0	0:05:30	5.500	80%	0	1	210	13.0				
11/11/2022	14:33	38	Azaleapark	Blue	Researcher	130	293	293	0	0:04:27	4.450	80%	0	1	210	13.0				
11/11/2022	14:36	38	Azaleapark	Pink	Researcher	130	293	293	0	0:01:44	1.733	80%	0	1	210	13.0				
11/11/2022	14:37	38	Azaleapark	Blue	Researcher	130	293	293	0	0:02:44	2.733	80%	0	1	210	13.0				
11/11/2022	14:40	38	Azaleapark	Blue	Researcher	130	293	293	0	0:01:35	1.583	80%	0	1	210	13.0				
11/11/2022	14:45	38	Azaleapark	Blue	Researcher	130	293	293	0	0:01:40	1.667	80%	0	1	210	13.0				
11/11/2022	14:48	38	Azaleapark	Blue	Researcher	130	293	293	0	0:01:20	1.333	80%	0	1	210	13.0				
18/11/2022	11:52	38	Apotheek	Blue	Researcher	53	3	10	7	0:08:43	8.717	100%	1	2	210	9.0				
18/11/2022	12:02	38	Apotheek	Blue	Researcher	53	3	10	7	0:02:07	2.117	100%	1	2	210	9.0				
18/11/2022	12:08	38	Apotheek	Blue	Researcher	53	3	10	7	0:03:48	3.800	100%	1	2	210	9.0				
17/11/2022	16:31	39	Apotheek	Red	Researcher	33	23	20	3	0:02:22	2.367	30%	0	2.5	210	10.0				
17/11/2022	16:37	39	Apotheek	Red	Researcher	33	23	20	3	0:05:57	5.950	30%	0	2.5	210	10.0				
17/11/2022	16:40	39	Apotheek	Red	Researcher	33	23	20	3	0:02:30	2.500	30%	0	2.5	210	10.0				
17/11/2022	16:44	39	Apotheek	Red	Researcher	33	23	20	3	0:01:42	1.700	30%	0	2.5	210	10.0				
17/11/2022	16:51	39	Apotheek	Red	Researcher	33	23	20	3	0:05:31	5.517	30%	0	2.5	210	10.0				
18/11/2022	11:15	39	Apotheek	Red	Researcher	33	23	20	3	0:03:15	3.250	100%	1	2	210	9.0				
18/11/2022	11:23	39	Apotheek	Red	Researcher	33	23	20	3	0:02:49	2.817	100%	1	2	210	9.0				
18/11/2022	11:27	39	Apotheek	Red	Researcher	33	23	20	3	0:02:18	2.300	100%	1	2	210	9.0				
18/11/2022	11:30	39	Apotheek	Red	Researcher	33	23	20	3	0:03:35	3.583	100%	1	2	210	9.0				
18/11/2022	11:34	39	Apotheek	Red	Researcher	33	23	20	3	0:04:33	4.550	100%	1	2	210	9.0				
18/11/2022	11:44	39	Apotheek	Red	Researcher	33	23	20	3	0:08:10	8.167	100%	1	2	210	9.0				
1/11/2022	16:10	40	Goorstraat	White	Volunteer	164	25	70	45	0:02:54	2.900									
1/11/2022	16:30	40	Goorstraat	White	Volunteer	164	25	70	45	0:02:30	2.500									
7/11/2022	12:30	40	Venstraat_tuin	Blue	Volunteer	82	240	250	10	0:03:30	3.500									
7/11/2022	14:40	40	Venstraat_tuin	Blue	Volunteer	82	240	200	40	0:03:04	3.067									
6/11/2022		40	Venstraat_doodlopend		Volunteer	207	280	300	20											
30/10/2022	14:00	40	ImkerBart	Unmarked	Volunteer	248	32	0	32											
